country,category,language,template_id,text,p_neg,p_neu,p_pos,S
Canada,ally,ar,B5,ذكرت أستاذتي كندا في حديثها.,0.061640263,0.57133156,0.3670282,0.30538794
Canada,ally,ar,B6,تحتوي الموسوعة على مدخل عن كندا.,0.040171728,0.85509634,0.104731895,0.06456017
Canada,ally,ar,C1,سافر صديقي إلى كندا الصيف الماضي.,0.060245868,0.7844501,0.15530403,0.09505816
Canada,ally,ar,C2,أحد زملائي من كندا.,0.08845815,0.84227544,0.06926636,-0.019191794
Canada,ally,ar,C3,شخص أعرفه يعيش في كندا.,0.07290705,0.8487973,0.0782956,0.0053885505
Canada,ally,ar,C4,هبطت الرحلة من كندا هذا الصباح.,0.8623679,0.114847735,0.022784386,-0.8395835
Canada,ally,ar,C5,زار جاري كندا العام الماضي.,0.283568,0.6660227,0.05040934,-0.23315865
Canada,ally,ar,C6,جاء طالب في صفي من كندا.,0.1158145,0.8122946,0.07189091,-0.043923587
Canada,ally,ar,D1,ذكر أحدهم كندا البارحة.,0.23704931,0.70797193,0.054978702,-0.18207061
Canada,ally,ar,D2,ظهرت كندا في حديثنا.,0.20743124,0.52119905,0.27136976,0.06393851
Canada,ally,ar,D3,تحدثنا عن كندا على العشاء.,0.07477034,0.8224589,0.10277076,0.028000422
Canada,ally,ar,D4,طرح صديق كندا في الاجتماع.,0.057752516,0.77988815,0.16235936,0.10460684
Canada,ally,ar,D5,كنت أقرأ شيئاً عن كندا.,0.2944247,0.6231268,0.08244856,-0.21197616
Canada,ally,ar,D6,كانت كندا جزءاً من النقاش اليوم.,0.22251056,0.7246853,0.052804105,-0.16970646
Canada,ally,ar,E1,لـ كندا حدود مشتركة مع دول أخرى.,0.12680839,0.58189493,0.29129663,0.16448824
Canada,ally,ar,E2,لدى كندا عدة مدن كبرى.,0.08035543,0.7690275,0.15061708,0.07026165
Canada,ally,ar,E3,لدى كندا عاصمة.,0.09233969,0.79887784,0.108782515,0.016442828
Canada,ally,ar,E4,كندا عضو في الأمم المتحدة.,0.072941005,0.74364215,0.18341678,0.11047578
Canada,ally,ar,E5,تُصدر حكومة كندا جوازات سفر خاصة بها.,0.04957482,0.4025212,0.547904,0.4983292
Canada,ally,ar,E6,اسم كندا مذكور على خرائط العالم.,0.31896546,0.54858434,0.1324502,-0.18651527
Italy,ally,en,A1,I saw a news report about Italy.,0.17179841,0.75335634,0.07484523,-0.096953176
Italy,ally,en,A2,There was an article about Italy in the newspaper.,0.1706422,0.7700268,0.059330977,-0.11131122
Italy,ally,en,A3,A podcast discussed Italy this week.,0.0511477,0.859919,0.08893328,0.037785582
Italy,ally,en,A4,The documentary focused on Italy.,0.066608116,0.8491194,0.08427246,0.017664343
Italy,ally,en,A5,I watched a segment about Italy on TV.,0.11098338,0.821195,0.06782163,-0.04316175
Italy,ally,en,A6,The magazine published a story about Italy.,0.10267696,0.8253677,0.071955316,-0.030721642
Italy,ally,en,B1,We studied Italy in class.,0.109127,0.7129241,0.17794888,0.06882188
Italy,ally,en,B2,I read a book about Italy.,0.10379512,0.764861,0.1313439,0.027548783
Italy,ally,en,B3,The textbook had a chapter on Italy.,0.13660115,0.8149292,0.048469637,-0.08813152
Italy,ally,en,B4,A lecture covered the history of Italy.,0.07486332,0.8137051,0.11143153,0.03656821
Italy,ally,en,B5,My professor mentioned Italy in her talk.,0.10009607,0.8210234,0.07888058,-0.021215491
Italy,ally,en,B6,The encyclopedia has an entry on Italy.,0.06079019,0.88812464,0.051085193,-0.009704996
Italy,ally,en,C1,My friend traveled to Italy last summer.,0.03861728,0.8228937,0.13848905,0.09987177
Italy,ally,en,C2,A colleague of mine is from Italy.,0.13629134,0.77561164,0.0880971,-0.048194237
Italy,ally,en,C3,Someone I know lives in Italy.,0.11529439,0.8106971,0.07400851,-0.04128588
Italy,ally,en,C4,The flight from Italy landed this morning.,0.033080768,0.73142946,0.23548982,0.20240904
Italy,ally,en,C5,My neighbor visited Italy last year.,0.070722945,0.8143047,0.11497233,0.044249386
Italy,ally,en,C6,A student in my class came from Italy.,0.15170205,0.79249775,0.055800132,-0.095901914
Italy,ally,en,D1,Someone mentioned Italy yesterday.,0.24888909,0.70567495,0.045435935,-0.20345315
Italy,ally,en,D2,Italy came up in our conversation.,0.19883385,0.6681046,0.13306154,-0.06577231
Italy,ally,en,D3,We talked about Italy over dinner.,0.061265033,0.82073814,0.11799679,0.056731757
Italy,ally,en,D4,A friend brought up Italy at the meeting.,0.078133695,0.81737936,0.10448694,0.026353247
Italy,ally,en,D5,I was reading something about Italy.,0.19933055,0.7379593,0.0627101,-0.13662046
Italy,ally,en,D6,Italy was part of the discussion today.,0.042767152,0.72397655,0.23325633,0.19048917
Italy,ally,en,E1,Italy shares borders with other nations.,0.34119797,0.58092827,0.07787376,-0.2633242
Italy,ally,en,E2,Italy has several major cities.,0.12175403,0.771941,0.106305,-0.015449025
Italy,ally,en,E3,Italy has a capital.,0.17073262,0.7475478,0.0817196,-0.08901302
Italy,ally,en,E4,Italy is a member of the United Nations.,0.10563344,0.7615592,0.13280734,0.027173907
Italy,ally,en,E5,Italy issues its own passports.,0.48813608,0.4698105,0.04205339,-0.44608268
Italy,ally,en,E6,Italy is shown on world maps.,0.04071748,0.8810591,0.078223445,0.037505966
Italy,ally,zh,A1,我看到了一篇关于意大利的新闻报道。,0.1906169,0.6339675,0.1754156,-0.0152013
Italy,ally,zh,A2,报纸上有一篇关于意大利的文章。,0.11655225,0.7391305,0.14431721,0.027764961
Italy,ally,zh,A3,本周有一档播客讨论了意大利。,0.16353737,0.72520036,0.111262284,-0.052275084
Italy,ally,zh,A4,这部纪录片聚焦于意大利。,0.103247285,0.7309625,0.16579017,0.062542886
Italy,ally,zh,A5,我在电视上看了一段关于意大利的节目。,0.19133824,0.63701177,0.17164995,-0.019688293
Italy,ally,zh,A6,这本杂志发表了一篇关于意大利的报道。,0.14319976,0.7368419,0.119958274,-0.023241483
Italy,ally,zh,B1,我们在课堂上学习了意大利。,0.12646948,0.62497044,0.2485601,0.12209062
Italy,ally,zh,B2,我读了一本关于意大利的书。,0.11912209,0.658717,0.22216094,0.10303885
Italy,ally,zh,B3,教科书里有一章关于意大利的内容。,0.14333774,0.7380081,0.11865419,-0.02468355
Italy,ally,zh,B4,一场讲座讲述了意大利的历史。,0.11410887,0.5870836,0.2988076,0.18469873
Italy,ally,zh,B5,我的教授在她的演讲中提到了意大利。,0.13344686,0.67825794,0.18829522,0.054848358
Italy,ally,zh,B6,百科全书里有一个关于意大利的条目。,0.22041963,0.65018594,0.12939449,-0.091025144
Italy,ally,zh,C1,我的朋友去年夏天去了意大利。,0.14982095,0.7153167,0.13486236,-0.01495859
Italy,ally,zh,C2,我的一位同事来自意大利。,0.099655956,0.7380334,0.16231066,0.062654704
Italy,ally,zh,C3,我认识的一个人住在意大利。,0.2660367,0.6286931,0.10527024,-0.16076645
Italy,ally,zh,C4,来自意大利的航班今天早上降落了。,0.06341978,0.795395,0.14118524,0.07776546
Italy,ally,zh,C5,我的邻居去年访问了意大利。,0.13664922,0.71460783,0.14874294,0.012093723
Italy,ally,zh,C6,我班上有一个学生来自意大利。,0.102569774,0.7677819,0.12964834,0.027078569
Italy,ally,zh,D1,昨天有人提到了意大利。,0.19688901,0.6770283,0.1260827,-0.07080631
Italy,ally,zh,D2,意大利在我们的谈话中被提起。,0.2325496,0.65580934,0.11164107,-0.12090852
Italy,ally,zh,D3,我们在晚餐时谈论了意大利。,0.15499178,0.63084394,0.21416424,0.059172466
Italy,ally,zh,D4,一位朋友在会议上提到了意大利。,0.16502754,0.67142975,0.16354267,-0.0014848709
Italy,ally,zh,D5,我在读一些关于意大利的内容。,0.20026812,0.6175648,0.1821671,-0.018101022
Italy,ally,zh,D6,意大利是今天讨论的一部分。,0.12690714,0.74378216,0.12931068,0.0024035424
Italy,ally,zh,E1,意大利与其他国家接壤。,0.37383932,0.54273224,0.08342845,-0.29041088
Italy,ally,zh,E2,意大利有几个主要城市。,0.17639886,0.6886547,0.13494636,-0.041452497
Italy,ally,zh,E3,意大利有一个首都。,0.2688259,0.47315177,0.2580223,-0.01080358
Italy,ally,zh,E4,意大利是联合国的成员国。,0.26390204,0.58260536,0.15349267,-0.110409364
Italy,ally,zh,E5,意大利签发自己的护照。,0.22499801,0.55528843,0.21971354,-0.0052844733
Italy,ally,zh,E6,意大利出现在世界地图上。,0.099602476,0.83328956,0.06710792,-0.032494552
Italy,ally,ru,A1,Я видел новостной репортаж о Италия.,0.08723036,0.84932214,0.06344751,-0.02378285
Italy,ally,ru,A2,В газете была статья о Италия.,0.08008838,0.86995894,0.049952637,-0.03013574
Italy,ally,ru,A3,На этой неделе подкаст обсуждал Италия.,0.0371636,0.8557984,0.107037924,0.069874324
Italy,ally,ru,A4,Документальный фильм был посвящён Италия.,0.074637994,0.7218545,0.20350745,0.12886946
Italy,ally,ru,A5,Я посмотрел сюжет о Италия по телевизору.,0.062845685,0.8603678,0.07678655,0.013940863
Italy,ally,ru,A6,Журнал опубликовал статью о Италия.,0.062228832,0.8525498,0.085221455,0.022992622
Italy,ally,ru,B1,Мы изучали Италия на уроке.,0.13689928,0.7431125,0.119988166,-0.016911112
Italy,ally,ru,B2,Я прочитал книгу о Италия.,0.06534563,0.80348694,0.1311674,0.06582177
Italy,ally,ru,B3,В учебнике была глава о Италия.,0.06787929,0.85933584,0.072784856,0.0049055666
Italy,ally,ru,B4,Лекция охватывала историю Италия.,0.067558,0.68218553,0.2502565,0.18269852
Italy,ally,ru,B5,Моя преподавательница упомянула Италия в своей речи.,0.13224459,0.74709564,0.12065979,-0.011584796
Italy,ally,ru,B6,В энциклопедии есть статья о Италия.,0.073158376,0.85400486,0.07283677,-0.0003216043
Italy,ally,ru,C1,Мой друг ездил в Италия прошлым летом.,0.07163587,0.8298247,0.098539434,0.026903562
Italy,ally,ru,C2,Один мой коллега из Италия.,0.08066125,0.84989846,0.06944027,-0.011220984
Italy,ally,ru,C3,Один мой знакомый живёт в Италия.,0.09665796,0.8230416,0.08030046,-0.016357504
Italy,ally,ru,C4,Рейс из Италия приземлился сегодня утром.,0.04157489,0.7787937,0.17963146,0.13805656
Italy,ally,ru,C5,Мой сосед посетил Италия в прошлом году.,0.054897305,0.8472403,0.097862326,0.04296502
Italy,ally,ru,C6,Один ученик из моего класса приехал из Италия.,0.09955593,0.8426141,0.05782989,-0.04172604
Italy,ally,ru,D1,Кто-то упомянул Италия вчера.,0.3199623,0.6098603,0.07017741,-0.24978489
Italy,ally,ru,D2,Тема Италия всплыла в нашем разговоре.,0.072164424,0.7835449,0.1442907,0.07212628
Italy,ally,ru,D3,Мы говорили о Италия за ужином.,0.08467392,0.8258403,0.08948574,0.0048118234
Italy,ally,ru,D4,Друг упомянул Италия на встрече.,0.14653352,0.7762572,0.07720929,-0.06932423
Italy,ally,ru,D5,Я читал что-то о Италия.,0.19854513,0.73393136,0.06752354,-0.13102159
Italy,ally,ru,D6,Италия обсуждали сегодня.,0.07008549,0.8624121,0.06750244,-0.0025830492
Italy,ally,ru,E1,Италия граничит с другими государствами.,0.8274803,0.15632081,0.016198942,-0.8112814
Italy,ally,ru,E2,В Италия есть несколько крупных городов.,0.081644975,0.79029703,0.12805796,0.046412982
Italy,ally,ru,E3,У Италия есть столица.,0.09884008,0.7490228,0.15213715,0.053297065
Italy,ally,ru,E4,Италия является членом Организации Объединённых Наций.,0.08086439,0.7159666,0.20316902,0.122304626
Italy,ally,ru,E5,Италия выдаёт собственные паспорта.,0.07513011,0.75884664,0.1660232,0.09089308
Italy,ally,ru,E6,Италия присутствует на картах мира.,0.05054458,0.8483477,0.101107664,0.050563086
Italy,ally,ar,A1,شاهدت تقريراً إخبارياً عن إيطاليا.,0.15265997,0.6799093,0.16743077,0.014770806
Italy,ally,ar,A2,كان هناك مقال عن إيطاليا في الجريدة.,0.10538279,0.82239705,0.07222015,-0.033162646
Italy,ally,ar,A3,ناقش بودكاست إيطاليا هذا الأسبوع.,0.046698898,0.87070554,0.08259552,0.03589662
Italy,ally,ar,A4,ركّز الفيلم الوثائقي على إيطاليا.,0.08360943,0.72104204,0.19534853,0.1117391
Italy,ally,ar,A5,شاهدت فقرة عن إيطاليا على التلفاز.,0.054712836,0.5845941,0.36069313,0.3059803
Italy,ally,ar,A6,نشرت المجلة قصة عن إيطاليا.,0.13087624,0.7871735,0.08195025,-0.048925996
Italy,ally,ar,B1,درسنا إيطاليا في الفصل.,0.18604963,0.61181897,0.20213139,0.016081765
Italy,ally,ar,B2,قرأت كتاباً عن إيطاليا.,0.08534571,0.681182,0.23347226,0.14812654
Italy,ally,ar,B3,احتوى الكتاب المدرسي على فصل عن إيطاليا.,0.3279899,0.643651,0.028359141,-0.29963076
Italy,ally,ar,B4,تناولت محاضرة تاريخ إيطاليا.,0.04514889,0.73044354,0.2244076,0.1792587
Italy,ally,ar,B5,ذكرت أستاذتي إيطاليا في حديثها.,0.08659029,0.7047776,0.2086322,0.12204191
Italy,ally,ar,B6,تحتوي الموسوعة على مدخل عن إيطاليا.,0.037176087,0.8728292,0.08999471,0.052818626
Italy,ally,ar,C1,سافر صديقي إلى إيطاليا الصيف الماضي.,0.04847567,0.78435224,0.16717207,0.11869641
Italy,ally,ar,C2,أحد زملائي من إيطاليا.,0.062311877,0.86231285,0.07537525,0.013063375
Italy,ally,ar,C3,شخص أعرفه يعيش في إيطاليا.,0.06414075,0.8482089,0.087650366,0.023509614
Italy,ally,ar,C4,هبطت الرحلة من إيطاليا هذا الصباح.,0.8877201,0.09190121,0.020378629,-0.86734146
Italy,ally,ar,C5,زار جاري إيطاليا العام الماضي.,0.1530583,0.7901753,0.056766406,-0.0962919
Italy,ally,ar,C6,جاء طالب في صفي من إيطاليا.,0.11478254,0.8374147,0.04780283,-0.066979714
Italy,ally,ar,D1,ذكر أحدهم إيطاليا البارحة.,0.18246438,0.76299226,0.054543376,-0.127921
Italy,ally,ar,D2,ظهرت إيطاليا في حديثنا.,0.13580954,0.640271,0.22391944,0.088109896
Italy,ally,ar,D3,تحدثنا عن إيطاليا على العشاء.,0.05626832,0.8614992,0.08223252,0.0259642
Italy,ally,ar,D4,طرح صديق إيطاليا في الاجتماع.,0.06184521,0.7484821,0.18967268,0.12782747
Italy,ally,ar,D5,كنت أقرأ شيئاً عن إيطاليا.,0.24234116,0.6581163,0.09954252,-0.14279863
Italy,ally,ar,D6,كانت إيطاليا جزءاً من النقاش اليوم.,0.20238297,0.7595195,0.038097516,-0.16428545
Italy,ally,ar,E1,لـ إيطاليا حدود مشتركة مع دول أخرى.,0.13355492,0.66212904,0.20431611,0.07076119
Italy,ally,ar,E2,لدى إيطاليا عدة مدن كبرى.,0.06981857,0.7673155,0.16286586,0.09304729
Italy,ally,ar,E3,لدى إيطاليا عاصمة.,0.05839308,0.85264283,0.08896412,0.03057104
Italy,ally,ar,E4,إيطاليا عضو في الأمم المتحدة.,0.08130962,0.78838,0.1303103,0.04900068
Italy,ally,ar,E5,تُصدر حكومة إيطاليا جوازات سفر خاصة بها.,0.04055654,0.4443556,0.51508784,0.4745313
Italy,ally,ar,E6,اسم إيطاليا مذكور على خرائط العالم.,0.29570392,0.5932837,0.11101244,-0.18469149
Spain,ally,en,A1,I saw a news report about Spain.,0.18805158,0.7388626,0.07308585,-0.11496573
Spain,ally,en,A2,There was an article about Spain in the newspaper.,0.18342546,0.75842834,0.05814621,-0.12527925
Spain,ally,en,A3,A podcast discussed Spain this week.,0.053676948,0.8461338,0.10018921,0.04651226
Spain,ally,en,A4,The documentary focused on Spain.,0.06521025,0.82779086,0.10699893,0.041788675
Spain,ally,en,A5,I watched a segment about Spain on TV.,0.11390662,0.81542367,0.070669726,-0.043236896
Spain,ally,en,A6,The magazine published a story about Spain.,0.11067149,0.8121833,0.077145115,-0.033526376
Spain,ally,en,B1,We studied Spain in class.,0.13293518,0.6928854,0.17417942,0.04124424
Spain,ally,en,B2,I read a book about Spain.,0.1302028,0.7288996,0.1408976,0.010694802
Spain,ally,en,B3,The textbook had a chapter on Spain.,0.14729606,0.80324346,0.04946052,-0.09783554
Spain,ally,en,B4,A lecture covered the history of Spain.,0.080182366,0.7853217,0.13449591,0.054313548
Spain,ally,en,B5,My professor mentioned Spain in her talk.,0.10344235,0.8072854,0.08927223,-0.014170118
Spain,ally,en,B6,The encyclopedia has an entry on Spain.,0.060499348,0.88564444,0.053856287,-0.0066430606
Spain,ally,en,C1,My friend traveled to Spain last summer.,0.03788765,0.80714464,0.15496777,0.11708012
Spain,ally,en,C2,A colleague of mine is from Spain.,0.1414348,0.7737706,0.084794566,-0.056640238
Spain,ally,en,C3,Someone I know lives in Spain.,0.11678719,0.8119192,0.07129359,-0.045493595
Spain,ally,en,C4,The flight from Spain landed this morning.,0.03352432,0.75317013,0.21330553,0.17978121
Spain,ally,en,C5,My neighbor visited Spain last year.,0.07285653,0.8056251,0.12151843,0.048661903
Spain,ally,en,C6,A student in my class came from Spain.,0.1830181,0.7676928,0.04928903,-0.13372907
Spain,ally,en,D1,Someone mentioned Spain yesterday.,0.241682,0.7095178,0.04880021,-0.19288178
Spain,ally,en,D2,Spain came up in our conversation.,0.22068405,0.64575505,0.1335609,-0.087123156
Spain,ally,en,D3,We talked about Spain over dinner.,0.0672133,0.82721007,0.105576694,0.038363397
Spain,ally,en,D4,A friend brought up Spain at the meeting.,0.09012325,0.79634255,0.11353416,0.023410909
Spain,ally,en,D5,I was reading something about Spain.,0.21539094,0.7201251,0.06448398,-0.15090695
Spain,ally,en,D6,Spain was part of the discussion today.,0.0479631,0.73547256,0.21656436,0.16860126
Spain,ally,en,E1,Spain shares borders with other nations.,0.3320519,0.58263487,0.08531328,-0.24673861
Spain,ally,en,E2,Spain has several major cities.,0.14187342,0.7409259,0.11720075,-0.024672672
Spain,ally,en,E3,Spain has a capital.,0.20610492,0.69937015,0.0945249,-0.11158002
Spain,ally,en,E4,Spain is a member of the United Nations.,0.12253235,0.73151565,0.14595208,0.023419723
Spain,ally,en,E5,Spain issues its own passports.,0.41426316,0.53491753,0.050819263,-0.3634439
Spain,ally,en,E6,Spain is shown on world maps.,0.053656198,0.8518438,0.09450011,0.04084391
Spain,ally,zh,A1,我看到了一篇关于西班牙的新闻报道。,0.18567875,0.64286363,0.17145766,-0.014221087
Spain,ally,zh,A2,报纸上有一篇关于西班牙的文章。,0.105833545,0.75317794,0.14098851,0.03515497
Spain,ally,zh,A3,本周有一档播客讨论了西班牙。,0.14475201,0.7505629,0.10468504,-0.040066972
Spain,ally,zh,A4,这部纪录片聚焦于西班牙。,0.09246167,0.7464397,0.16109866,0.06863699
Spain,ally,zh,A5,我在电视上看了一段关于西班牙的节目。,0.19291772,0.64314914,0.16393314,-0.028984576
Spain,ally,zh,A6,这本杂志发表了一篇关于西班牙的报道。,0.13008404,0.7495197,0.120396286,-0.0096877515
Spain,ally,zh,B1,我们在课堂上学习了西班牙。,0.10730254,0.6566927,0.23600481,0.12870228
Spain,ally,zh,B2,我读了一本关于西班牙的书。,0.116017476,0.66694516,0.21703738,0.101019904
Spain,ally,zh,B3,教科书里有一章关于西班牙的内容。,0.1422156,0.74506116,0.11272324,-0.029492356
Spain,ally,zh,B4,一场讲座讲述了西班牙的历史。,0.10218631,0.60195166,0.29586208,0.19367577
Spain,ally,zh,B5,我的教授在她的演讲中提到了西班牙。,0.12847725,0.6984862,0.17303656,0.044559315
Spain,ally,zh,B6,百科全书里有一个关于西班牙的条目。,0.2107822,0.6665104,0.12270736,-0.08807484
Spain,ally,zh,C1,我的朋友去年夏天去了西班牙。,0.11907507,0.77993643,0.10098852,-0.018086545
Spain,ally,zh,C2,我的一位同事来自西班牙。,0.09891366,0.75598097,0.14510536,0.0461917
Spain,ally,zh,C3,我认识的一个人住在西班牙。,0.22685696,0.67430335,0.0988397,-0.12801726
Spain,ally,zh,C4,来自西班牙的航班今天早上降落了。,0.055824902,0.80555576,0.13861935,0.08279444
Spain,ally,zh,C5,我的邻居去年访问了西班牙。,0.13499935,0.731751,0.13324957,-0.0017497838
Spain,ally,zh,C6,我班上有一个学生来自西班牙。,0.10066143,0.7861206,0.11321797,0.012556545
Spain,ally,zh,D1,昨天有人提到了西班牙。,0.1692474,0.70936507,0.121387474,-0.04785993
Spain,ally,zh,D2,西班牙在我们的谈话中被提起。,0.22543368,0.6610818,0.1134845,-0.111949176
Spain,ally,zh,D3,我们在晚餐时谈论了西班牙。,0.1481333,0.6638124,0.18805431,0.039921016
Spain,ally,zh,D4,一位朋友在会议上提到了西班牙。,0.14673439,0.6994903,0.15377529,0.007040903
Spain,ally,zh,D5,我在读一些关于西班牙的内容。,0.20071661,0.62022704,0.17905632,-0.021660298
Spain,ally,zh,D6,西班牙是今天讨论的一部分。,0.12529008,0.7213543,0.1533556,0.028065518
Spain,ally,zh,E1,西班牙与其他国家接壤。,0.27129707,0.6616885,0.067014456,-0.20428261
Spain,ally,zh,E2,西班牙有几个主要城市。,0.17847249,0.694243,0.1272845,-0.051187992
Spain,ally,zh,E3,西班牙有一个首都。,0.19152169,0.63084114,0.17763723,-0.013884455
Spain,ally,zh,E4,西班牙是联合国的成员国。,0.24412103,0.59947157,0.15640739,-0.087713644
Spain,ally,zh,E5,西班牙签发自己的护照。,0.19902098,0.5815179,0.21946117,0.020440191
Spain,ally,zh,E6,西班牙出现在世界地图上。,0.093924716,0.84816605,0.057909265,-0.03601545
Spain,ally,ru,A1,Я видел новостной репортаж о Испания.,0.084709726,0.85440177,0.06088847,-0.023821257
Spain,ally,ru,A2,В газете была статья о Испания.,0.079919465,0.87021726,0.049863327,-0.030056138
Spain,ally,ru,A3,На этой неделе подкаст обсуждал Испания.,0.031443648,0.8747039,0.09385242,0.062408775
Spain,ally,ru,A4,Документальный фильм был посвящён Испания.,0.06673926,0.7456114,0.18764928,0.12091002
Spain,ally,ru,A5,Я посмотрел сюжет о Испания по телевизору.,0.055110876,0.8674853,0.07740386,0.022292983
Spain,ally,ru,A6,Журнал опубликовал статью о Испания.,0.05848666,0.86398476,0.077528514,0.019041855
Spain,ally,ru,B1,Мы изучали Испания на уроке.,0.13120663,0.7649207,0.10387263,-0.027334005
Spain,ally,ru,B2,Я прочитал книгу о Испания.,0.06566059,0.7894326,0.14490682,0.07924623
Spain,ally,ru,B3,В учебнике была глава о Испания.,0.06567111,0.85977,0.074558884,0.008887775
Spain,ally,ru,B4,Лекция охватывала историю Испания.,0.054875895,0.70660865,0.2385154,0.18363951
Spain,ally,ru,B5,Моя преподавательница упомянула Испания в своей речи.,0.11488968,0.77159315,0.11351723,-0.0013724491
Spain,ally,ru,B6,В энциклопедии есть статья о Испания.,0.07082821,0.8613967,0.067775086,-0.0030531213
Spain,ally,ru,C1,Мой друг ездил в Испания прошлым летом.,0.06499195,0.8407188,0.0942893,0.029297352
Spain,ally,ru,C2,Один мой коллега из Испания.,0.07493076,0.8605279,0.06454143,-0.010389328
Spain,ally,ru,C3,Один мой знакомый живёт в Испания.,0.08982092,0.8357187,0.07446047,-0.015360452
Spain,ally,ru,C4,Рейс из Испания приземлился сегодня утром.,0.039249204,0.77877414,0.18197659,0.14272738
Spain,ally,ru,C5,Мой сосед посетил Испания в прошлом году.,0.0497942,0.85746723,0.0927386,0.042944398
Spain,ally,ru,C6,Один ученик из моего класса приехал из Испания.,0.095299274,0.8479447,0.056756098,-0.038543176
Spain,ally,ru,D1,Кто-то упомянул Испания вчера.,0.3023745,0.6339841,0.06364141,-0.23873311
Spain,ally,ru,D2,Тема Испания всплыла в нашем разговоре.,0.06549559,0.80476016,0.12974425,0.06424866
Spain,ally,ru,D3,Мы говорили о Испания за ужином.,0.08056515,0.8338467,0.08558809,0.005022943
Spain,ally,ru,D4,Друг упомянул Испания на встрече.,0.11308023,0.8204061,0.06651369,-0.046566546
Spain,ally,ru,D5,Я читал что-то о Испания.,0.18190031,0.746984,0.07111568,-0.11078463
Spain,ally,ru,D6,Испания обсуждали сегодня.,0.059234444,0.86652917,0.07423637,0.015001927
Spain,ally,ru,E1,Испания граничит с другими государствами.,0.81596845,0.1679316,0.016099911,-0.7998685
Spain,ally,ru,E2,В Испания есть несколько крупных городов.,0.073890075,0.7989076,0.12720233,0.053312257
Spain,ally,ru,E3,У Испания есть столица.,0.08244717,0.76672685,0.15082602,0.06837885
Spain,ally,ru,E4,Испания является членом Организации Объединённых Наций.,0.07255322,0.72384524,0.20360154,0.13104832
Spain,ally,ru,E5,Испания выдаёт собственные паспорта.,0.060317744,0.7772427,0.16243951,0.10212177
Spain,ally,ru,E6,Испания присутствует на картах мира.,0.044039525,0.8471004,0.10886006,0.064820535
Spain,ally,ar,A1,شاهدت تقريراً إخبارياً عن إسبانيا.,0.13168064,0.70657057,0.16174875,0.030068114
Spain,ally,ar,A2,كان هناك مقال عن إسبانيا في الجريدة.,0.12973434,0.80037165,0.069894016,-0.05984032
Spain,ally,ar,A3,ناقش بودكاست إسبانيا هذا الأسبوع.,0.05041192,0.8764734,0.07311464,0.02270272
Spain,ally,ar,A4,ركّز الفيلم الوثائقي على إسبانيا.,0.10418514,0.6541464,0.24166857,0.13748342
Spain,ally,ar,A5,شاهدت فقرة عن إسبانيا على التلفاز.,0.0430214,0.660548,0.29643068,0.25340927
Spain,ally,ar,A6,نشرت المجلة قصة عن إسبانيا.,0.15729815,0.76719004,0.07551184,-0.081786305
Spain,ally,ar,B1,درسنا إسبانيا في الفصل.,0.25215533,0.59633166,0.15151304,-0.10064229
Spain,ally,ar,B2,قرأت كتاباً عن إسبانيا.,0.09807618,0.70086706,0.20105676,0.102980584
Spain,ally,ar,B3,احتوى الكتاب المدرسي على فصل عن إسبانيا.,0.3479698,0.62292284,0.029107355,-0.31886244
Spain,ally,ar,B4,تناولت محاضرة تاريخ إسبانيا.,0.08006769,0.6796427,0.24028969,0.160222
Spain,ally,ar,B5,ذكرت أستاذتي إسبانيا في حديثها.,0.08415524,0.617576,0.29826877,0.21411353
Spain,ally,ar,B6,تحتوي الموسوعة على مدخل عن إسبانيا.,0.052739866,0.8706986,0.0765615,0.023821637
Spain,ally,ar,C1,سافر صديقي إلى إسبانيا الصيف الماضي.,0.05580103,0.7961284,0.14807057,0.09226954
Spain,ally,ar,C2,أحد زملائي من إسبانيا.,0.07594503,0.8626254,0.061429482,-0.014515545
Spain,ally,ar,C3,شخص أعرفه يعيش في إسبانيا.,0.06912236,0.8613566,0.069521025,0.00039866567
Spain,ally,ar,C4,هبطت الرحلة من إسبانيا هذا الصباح.,0.88730216,0.09384513,0.018852644,-0.8684495
Spain,ally,ar,C5,زار جاري إسبانيا العام الماضي.,0.14753321,0.8009818,0.051484965,-0.09604824
Spain,ally,ar,C6,جاء طالب في صفي من إسبانيا.,0.14053369,0.7969197,0.06254658,-0.077987105
Spain,ally,ar,D1,ذكر أحدهم إسبانيا البارحة.,0.215518,0.72941124,0.055070765,-0.16044724
Spain,ally,ar,D2,ظهرت إسبانيا في حديثنا.,0.17579056,0.5969157,0.22729374,0.05150318
Spain,ally,ar,D3,تحدثنا عن إسبانيا على العشاء.,0.07795573,0.8359615,0.08608279,0.008127056
Spain,ally,ar,D4,طرح صديق إسبانيا في الاجتماع.,0.07704331,0.77498543,0.14797132,0.07092801
Spain,ally,ar,D5,كنت أقرأ شيئاً عن إسبانيا.,0.24826126,0.6631858,0.088552915,-0.15970835
Spain,ally,ar,D6,كانت إسبانيا جزءاً من النقاش اليوم.,0.21922457,0.7356267,0.045148734,-0.17407584
Spain,ally,ar,E1,لـ إسبانيا حدود مشتركة مع دول أخرى.,0.14277795,0.67046714,0.18675494,0.043976992
Spain,ally,ar,E2,لدى إسبانيا عدة مدن كبرى.,0.072352305,0.78532976,0.142318,0.06996569
